AREAKEY,TRCTPOP7,SHRWHT7,SHRBLK7,SHRHSP7,FAVINC7,AVHHIN7,TRCTPOP8,SHRWHT8,SHRBLK8,SHRHSP8,TRVLPB8N,TRVLPB8D,FAVINC8,AVHHIN8,MDGRENT8,TRCTPOP9,SHRWHT9,SHRBLK9,SHRHSP9,TRVLPB9N,TRVLPB9D,FAVINC9,AVHHIN9,MDGRENT9,TRCTPOP0,SHRWHT0,SHRBLK0,SHRHSP0,TRVLPB0N,TRVLPB0D,FAVINC0,AVHHIN0,MDGRENT0,TRCTPOP1,SHRWHT1,SHRBLK1,SHRHSP1,TRVLPB1A,FAVINC1A,AVHHIN1A,MDGRENT1A
6037535101,5355,0.252848,0.740803,0.236601,6642.342767,6108.978723,5182,0.088962,0.616364,0.356233,199,1506,13376.20986,11953.99228,205,5914,0.101454,0.432702,0.572032,132,1873,28379.81536,26114.96768,526,6764,0.296866,0.236694,0.762862,218,1815,33872.68039,35191.67361,621,7306,0.373255,0.173967,0.826718,0.108,43878.296,44214.91,1009
6037535102,2741,0.141919,0.858081,0.110179,7084.75,6869.137637,2841,0.086941,0.705033,0.294263,115,721,14226.34345,13055.53023,214,3590,0.148468,0.458496,0.539833,81,698,24228.7861,22681.92421,504,3796,0.200211,0.304531,0.695732,115,904,48420.42029,52056.134,619,4517,0.3323,0.186628,0.813814,0.107,47686.667,47599.786,882
6037535300,4762,0.611298,0.378832,0.527929,6774.283925,5756.809253,5087,0.238648,0.255553,0.70572,129,1337,13997.06219,13497.77662,200,5523,0.16042,0.135253,0.841391,216,1567,24364.12593,24516.23432,464,6084,0.285996,0.104701,0.890533,241,1570,33284.01736,34728.84615,608,6251,0.454807,0.081267,0.915853,0.071,41994.69,42623.789,977
