AREAKEY,TRCTPOP7,SHRWHT7,SHRBLK7,SHRHSP7,FAVINC7,AVHHIN7,TRCTPOP8,SHRWHT8,SHRBLK8,SHRHSP8,TRVLPB8N,TRVLPB8D,TRVLPB8,FAVINC8,AVHHIN8,MDGRENT8,TRCTPOP9,SHRWHT9,SHRBLK9,SHRHSP9,TRVLPB9N,TRVLPB9D,TRVLPB8,FAVINC9,AVHHIN9,MDGRENT9,TRCTPOP0,SHRWHT0,SHRBLK0,SHRHSP0,TRVLPB0N,TRVLPB0D,TRVLPB8,FAVINC0,AVHHIN0,MDGRENT0,TRCTPOP1,SHRWHT1,SHRBLK1,SHRHSP1,TRVLPB1A,FAVINC1A,AVHHIN1A,MDGRENT1A
6037543202,4502,0.153932,0.829631,0.131719,8837.992505,8467.804855,4479,0.076133,0.724492,0.244697,110,1381,0.079652426,16420.10208,15635.33095,251,4912,0.076751,0.548249,0.447476,82,1444,0.056786704,30695.06402,31212.29865,612,4977,0.177014,0.369299,0.631505,89,1230,0.072357724,43585.98985,43337.15556,615,4867,0.264639,0.250462,0.735977,0.042,53580.807,51276.821,951

