AREAKEY,TRCTPOP7,SHRWHT7,SHRBLK7,SHRHSP7,FAVINC7,AVHHIN7,TRCTPOP8,SHRWHT8,SHRBLK8,SHRHSP8,TRVLPB8N,TRVLPB8D,FAVINC8,AVHHIN8,MDGRENT8,TRCTPOP9,SHRWHT9,SHRBLK9,SHRHSP9,TRVLPB9N,TRVLPB9D,FAVINC9,AVHHIN9,MDGRENT9,TRCTPOP0,SHRWHT0,SHRBLK0,SHRHSP0,TRVLPB0N,TRVLPB0D,FAVINC0,AVHHIN0,MDGRENT0,TRCTPOP1,SHRWHT1,SHRBLK1,SHRHSP1,TRVLPB1A,FAVINC1A,AVHHIN1A,MDGRENT1A
06037463602,2820,0.968794,0.014184,0.073050,12091.938879,7702.380330,3547,0.845221,0.064280,0.091909,141,2072,27380.990625,18081.738393,308,4385,0.750741,0.096237,0.115849,106,2784,51120.328068,41750.538129,715,4348,0.662374,0.092456,0.141904,94,2618,80783.148541,58870.036549,850,5051,0.582261,0.088101,0.161156,0.075,118994.479,85907.198,1609
06037463700,2848,0.897472,0.064256,0.142205,20922.772277,18190.773481,2360,0.886864,0.030085,0.161441,44,1164,51112.596525,45923.553459,294,2150,0.874419,0.033023,0.154884,35,1172,135822.205176,114063.207595,691,1710,0.828655,0.027485,0.146199,0,587,176373.289183,130598.051948,955,2236,0.769678,0.048301,0.135510,0.000,320562.353,224652.076,1459
