AREAKEY,TRCTPOP7,SHRWHT7,SHRBLK7,SHRHSP7,FAVINC7,AVHHIN7,TRCTPOP8,SHRWHT8,SHRBLK8,SHRHSP8,TRVLPB8N,TRVLPB8D,FAVINC8,AVHHIN8,MDGRENT8,TRCTPOP9,SHRWHT9,SHRBLK9,SHRHSP9,TRVLPB9N,TRVLPB9D,FAVINC9,AVHHIN9,MDGRENT9,TRCTPOP0,SHRWHT0,SHRBLK0,SHRHSP0,TRVLPB0N,TRVLPB0D,FAVINC0,AVHHIN0,MDGRENT0,TRCTPOP1,SHRWHT1,SHRBLK1,SHRHSP1,TRVLPB1A,FAVINC1A,AVHHIN1A,MDGRENT1A
06037228900,2791,0.078108,0.921892,0.068793,4043.802345,3921.089385,2449,0.036341,0.831768,0.156390,64,342,8558.042226,8468.697605,133,3205,0.147894,0.352886,0.493916,179,623,21244.381877,20764.456982,283,3068,0.296610,0.148631,0.770535,253,792,28888.603531,30841.258741,347,3216,0.348259,0.110386,0.861318,0.087,25130.048,23045.037,530
06037532700,1708,0.785129,0.215457,0.686183,7186.096354,6247.015656,2546,0.657502,0.077376,0.867636,87,758,12975.489194,12042.888712,184,2708,0.414328,0.069055,0.917282,157,853,26165.062622,26577.883478,443,2657,0.350395,0.015431,0.983440,147,672,27207.714286,27609.588235,566,2990,0.523077,0.023077,0.972910,0.135,45695.528,51310.762,953
